#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   F560W  F770W  F1000W F1130W F1280W F1500W F1800W F2100W F2550W   Mact
 3  10.11 -2.01  0.19277 -2.016 3.613  5.137 15.30  0.040 0.00 25.110 22.573 22.565 22.512 22.506 22.502 22.491 22.477 22.469 22.464  0.193 
 3  10.11 -2.01  0.13029 -2.492 3.569  5.269 15.50  0.040 0.00 26.501 23.723 23.712 23.628 23.624 23.606 23.583 23.567 23.558 23.537  0.130 
 3  10.11 -2.01  0.70164 -0.232 3.780  4.582 15.70  0.040 0.00 21.051 19.724 19.717 19.709 19.705 19.705 19.700 19.692 19.687 19.683  0.702 
 3  10.11 -2.01  0.44769 -1.243 3.662  4.926 15.80  0.040 0.00 23.678 21.447 21.421 21.410 21.409 21.409 21.407 21.402 21.399 21.397  0.448 
 3  10.11 -2.01  0.09774 -2.937 3.519  5.387 15.90  0.040 0.99 27.291 24.272 24.207 24.100 24.099 24.072 24.040 24.037 24.044 24.008  0.098 
 3  10.11 -2.01  0.13174 -2.478 3.571  5.265 16.60  0.040 0.78 27.149 24.320 24.296 24.212 24.212 24.191 24.166 24.154 24.149 24.124  0.132 
 3  10.11 -1.97  0.07816 -3.972 3.303  5.461 11.20  0.040 0.00 25.900 21.661 21.500 21.248 21.167 21.173 21.092 21.014 21.029 20.504  0.078 
 3  10.11 -1.97  0.09161 -3.148 3.486  5.436 14.00  0.040 0.00 26.640 23.532 23.437 23.283 23.264 23.228 23.191 23.182 23.195 23.155  0.092 
 3  10.11 -1.97  0.09653 -2.981 3.512  5.395 14.10  0.040 0.76 26.251 22.993 22.899 22.767 22.734 22.709 22.664 22.647 22.645 22.427  0.097 
 3  10.11 -1.97  0.42832 -1.298 3.659  4.948 14.20  0.040 0.71 21.780 19.480 19.453 19.438 19.436 19.435 19.432 19.426 19.422 19.421  0.428 
 3  10.11 -1.97  0.10842 -2.717 3.547  5.326 14.40  0.040 0.00 25.963 23.057 23.013 22.944 22.951 22.927 22.899 22.894 22.895 22.864  0.108 
 3  10.11 -1.97  0.09933 -2.886 3.526  5.372 15.40  0.040 0.00 27.384 24.394 24.337 24.244 24.247 24.221 24.190 24.187 24.193 24.158  0.099 
 3  10.11 -1.97  0.36356 -1.460 3.649  4.999 16.10  0.040 0.00 24.520 22.192 22.163 22.148 22.146 22.146 22.143 22.136 22.132 22.132  0.364 
 3  10.11 -1.93  0.01296 -4.370 3.103  4.281 11.90  0.040 0.00 27.596 21.953 21.793 21.933 21.717 21.530 21.494 21.514 21.421 21.007  0.013 
 3  10.11 -1.93  0.07316 -4.147 3.253  5.409 13.60  0.040 0.99 28.018 23.309 23.141 22.970 22.856 22.834 22.761 22.715 22.687 22.139  0.073 
 3  10.11 -1.93  0.17927 -2.111 3.603  5.162 14.40  0.040 0.74 24.064 21.421 21.422 21.348 21.342 21.331 21.313 21.296 21.286 21.274  0.179 
 3  10.11 -1.93  0.13847 -2.424 3.573  5.243 14.70  0.040 0.00 25.530 22.778 22.774 22.686 22.681 22.664 22.641 22.623 22.612 22.593  0.138 
 3  10.11 -1.93  0.30392 -1.605 3.640  5.031 15.00  0.040 0.00 23.783 21.398 21.371 21.349 21.346 21.345 21.340 21.332 21.328 21.327  0.304 
 3  10.11 -1.93  0.10043 -2.860 3.529  5.362 15.80  0.040 0.91 27.279 24.254 24.183 24.067 24.062 24.031 23.997 23.992 24.001 23.963  0.100 
 3  10.11 -1.93  0.22890 -1.847 3.625  5.091 15.90  0.040 0.00 25.287 22.807 22.782 22.749 22.744 22.742 22.735 22.725 22.719 22.717  0.229 
 3  10.11 -1.93  0.21208 -1.917 3.621  5.110 16.20  0.040 0.00 25.762 23.262 23.244 23.204 23.198 23.195 23.187 23.175 23.169 23.166  0.212 
 3  10.11 -1.91  0.25497 -1.745 3.631  5.061 12.70  0.040 0.00 21.832 19.393 19.368 19.339 19.335 19.333 19.327 19.318 19.313 19.311  0.255 
 3  10.11 -1.91  0.14326 -2.381 3.577  5.227 13.70  0.040 0.00 24.422 21.691 21.690 21.602 21.596 21.580 21.558 21.538 21.527 21.509  0.143 
 3  10.11 -1.91  0.03262 -5.021 3.006  4.942 14.00  0.040 0.00 31.322 25.380 25.341 25.247 24.932 24.706 24.644 24.664 24.471 23.824  0.033 
 3  10.11 -1.91  0.15048 -2.314 3.583  5.206 15.40  0.040 0.00 25.954 23.259 23.262 23.177 23.170 23.156 23.136 23.117 23.105 23.090  0.150 
 3  10.11 -1.91  0.08474 -3.717 3.373  5.520 15.70  0.040 0.80 29.632 25.550 25.420 25.240 25.137 25.071 25.024 24.973 24.985 24.492  0.085 
 3  10.11 -1.91  0.17316 -2.155 3.599  5.172 16.10  0.040 0.00 26.257 23.657 23.671 23.594 23.587 23.578 23.563 23.543 23.532 23.524  0.173 
 3  10.11 -1.91  0.46227 -1.200 3.665  4.910 16.60  0.040 0.85 23.833 21.592 21.565 21.554 21.552 21.553 21.550 21.545 21.541 21.540  0.462 
 3  10.11 -1.91  0.24605 -1.776 3.629  5.068 17.60  0.040 0.00 26.809 24.358 24.333 24.303 24.298 24.296 24.290 24.280 24.275 24.274  0.246 
 3  10.11 -1.89  0.06514 -4.785 3.104  5.400 11.90  0.040 0.00 28.633 23.062 22.946 22.964 22.733 22.546 22.513 22.544 22.433 21.951  0.065 
 3  10.11 -1.89  0.34655 -1.499 3.646  5.007 12.80  0.040 0.00 21.317 18.976 18.948 18.931 18.928 18.928 18.924 18.917 18.913 18.913  0.347 
 3  10.11 -1.89  0.02003 -5.140 2.955  4.645 12.90  0.040 0.00 30.520 24.412 24.408 24.311 23.953 23.669 23.583 23.630 23.547 23.283  0.020 
 3  10.11 -1.89  0.02875 -5.114 2.978  4.869 13.00  0.040 0.00 30.554 24.531 24.510 24.400 24.058 23.806 23.734 23.761 23.580 23.008  0.029 
 3  10.11 -1.89  0.16507 -2.213 3.592  5.185 13.40  0.040 0.00 23.703 21.067 21.077 20.997 20.990 20.979 20.961 20.942 20.930 20.920  0.165 
 3  10.11 -1.89  0.19729 -1.986 3.616  5.128 13.50  0.040 0.00 23.235 20.714 20.704 20.655 20.649 20.645 20.635 20.621 20.613 20.609  0.197 
 3  10.11 -1.89  0.22329 -1.870 3.624  5.098 13.60  0.040 0.73 22.655 20.118 20.105 20.055 20.049 20.043 20.032 20.018 20.011 20.005  0.223 
 3  10.11 -1.89  0.52312 -1.002 3.684  4.841 15.70  0.040 0.00 22.974 20.910 20.890 20.884 20.883 20.883 20.881 20.876 20.873 20.869  0.523 
 3  10.11 -1.89  0.13135 -2.496 3.566  5.262 16.10  0.040 0.84 26.588 23.747 23.719 23.643 23.646 23.624 23.598 23.588 23.584 23.557  0.131 
 3  10.11 -1.89  0.66176 -0.428 3.757  4.661 16.20  0.040 0.00 22.040 20.533 20.527 20.520 20.516 20.515 20.511 20.503 20.498 20.494  0.662 
 3  10.11 -1.89  0.41109 -1.347 3.655  4.967 16.80  0.040 0.00 24.938 22.662 22.634 22.622 22.620 22.620 22.617 22.611 22.608 22.606  0.411 
 3  10.11 -1.85  0.06836 -4.543 3.162  5.408 11.60  0.040 0.87 27.501 22.065 21.947 21.934 21.695 21.515 21.481 21.510 21.375 20.796  0.068 
 3  10.11 -1.85  0.11943 -2.614 3.554  5.292 13.90  0.040 0.00 25.206 22.336 22.300 22.231 22.236 22.213 22.186 22.179 22.177 22.148  0.119 
 3  10.11 -1.85  0.02777 -5.117 2.975  4.846 14.10  0.040 0.93 30.916 24.875 24.857 24.750 24.403 24.146 24.071 24.101 23.935 23.412  0.028 
 3  10.11 -1.85  0.48782 -1.122 3.672  4.882 14.20  0.040 0.00 21.776 19.621 19.597 19.590 19.588 19.589 19.587 19.582 19.578 19.576  0.488 
 3  10.11 -1.85  0.07293 -4.154 3.251  5.406 14.80  0.040 0.00 29.955 25.257 25.089 24.912 24.801 24.781 24.707 24.659 24.633 24.087  0.073 
 3  10.11 -1.85  0.88617  0.041 3.803  4.433 15.00  0.040 0.85 19.664 18.518 18.511 18.504 18.500 18.499 18.495 18.488 18.483 18.479  0.752 
 3  10.11 -1.85  0.07141 -4.257 3.227  5.402 15.10  0.040 0.00 30.513 25.624 25.458 25.369 25.216 25.156 25.098 25.084 25.026 24.464  0.071 
 3  10.11 -1.85  0.05161 -5.305 2.970  5.281 15.20  0.040 0.99 32.490 26.467 26.460 26.290 25.935 25.689 25.607 25.631 25.409 24.749  0.052 
 3  10.11 -1.85  0.31923 -1.567 3.642  5.023 16.80  0.040 0.93 24.799 22.422 22.395 22.373 22.370 22.369 22.364 22.357 22.352 22.351  0.319 
 3  10.11 -1.83  0.03280 -5.015 3.008  4.945 12.80  0.040 0.00 30.107 24.170 24.129 24.038 23.725 23.500 23.439 23.458 23.266 22.619  0.033 
 3  10.11 -1.83  0.02502 -5.125 2.968  4.780 13.20  0.040 0.86 30.043 23.967 23.956 23.854 23.501 23.230 23.149 23.188 23.060 22.657  0.025 
 3  10.11 -1.83  0.87714 -2.594 4.034  7.943 13.40  0.040 0.00 24.656 25.265 25.267 25.266 25.266 25.269 25.270 25.268 25.268 25.269  0.675 
 3  10.11 -1.83  0.14319 -2.391 3.574  5.225 13.60  0.040 1.00 23.603 20.854 20.850 20.763 20.758 20.741 20.717 20.699 20.688 20.668  0.143 
 3  10.11 -1.83  0.35032 -1.490 3.647  5.005 13.90  0.040 0.00 22.394 20.058 20.030 20.013 20.011 20.010 20.006 20.000 19.996 19.995  0.350 
 3  10.11 -1.83  0.28197 -1.667 3.636  5.045 14.50  0.040 1.00 22.689 20.282 20.256 20.230 20.227 20.226 20.220 20.211 20.207 20.205  0.282 
 3  10.11 -1.83  0.19862 -1.977 3.617  5.126 14.60  0.040 0.00 24.312 21.798 21.787 21.739 21.733 21.729 21.719 21.705 21.698 21.694  0.199 
 3  10.11 -1.83  0.03431 -4.963 3.022  4.970 14.90  0.040 0.00 32.078 26.184 26.132 26.063 25.765 25.550 25.492 25.509 25.325 24.682  0.034 
 3  10.11 -1.83  0.06596 -4.724 3.119  5.402 15.20  0.040 0.00 31.780 26.274 26.142 26.180 25.959 25.777 25.748 25.777 25.657 25.115  0.066 
 3  10.11 -1.83  0.01623 -4.688 3.045  4.463 15.50  0.040 0.00 31.990 26.119 26.000 26.084 25.826 25.623 25.566 25.575 25.443 24.954  0.016 
 3  10.11 -1.83  0.10183 -2.846 3.528  5.351 16.00  0.040 0.97 27.218 24.220 24.161 24.064 24.066 24.039 24.008 24.005 24.011 23.976  0.102 
 3  10.11 -1.83  0.19288 -2.018 3.612  5.136 16.20  0.040 0.00 26.016 23.481 23.478 23.422 23.416 23.410 23.399 23.384 23.375 23.370  0.193 
 3  10.11 -1.83  0.16294 -2.234 3.589  5.187 16.40  0.040 0.00 26.754 24.101 24.110 24.028 24.021 24.009 23.990 23.970 23.959 23.946  0.163 
 3  10.11 -1.83  0.17374 -2.156 3.598  5.170 16.50  0.040 0.00 26.660 24.056 24.071 23.993 23.986 23.976 23.960 23.940 23.929 23.920  0.174 
 3  10.11 -1.83  0.41913 -1.324 3.657  4.958 16.90  0.040 0.00 24.981 22.717 22.689 22.678 22.676 22.676 22.673 22.668 22.664 22.662  0.419 
 3  10.11 -1.83  0.37521 -1.434 3.650  4.993 17.50  0.040 0.00 25.855 23.541 23.512 23.498 23.496 23.496 23.493 23.487 23.483 23.482  0.375 
 3  10.11 -1.81  0.64489 -0.507 3.747  4.689 11.20  0.040 0.00 17.238 15.652 15.645 15.638 15.635 15.634 15.630 15.623 15.617 15.614  0.645 
 3  10.11 -1.81  1.06651  1.956 3.704  2.158 13.00  0.040 0.77 12.880 10.980 10.963 10.954 10.950 10.950 10.945 10.938 10.933 10.928  0.817 
 3  10.11 -1.81  0.01629 -4.695 3.044  4.466 13.50  0.040 0.00 30.007 24.132 24.015 24.095 23.835 23.633 23.575 23.584 23.448 22.949  0.016 
 3  10.11 -1.81  0.03485 -4.945 3.027  4.979 13.60  0.040 0.00 30.732 24.854 24.798 24.737 24.444 24.231 24.175 24.192 24.013 23.383  0.035 
 3  10.11 -1.81  0.38647 -1.409 3.652  4.986 13.80  0.040 0.00 22.092 19.790 19.761 19.748 19.746 19.746 19.743 19.737 19.733 19.732  0.386 
 3  10.11 -1.81  0.65960 -0.442 3.755  4.665 14.40  0.040 0.00 20.276 18.750 18.744 18.737 18.733 18.732 18.728 18.721 18.716 18.712  0.660 
 3  10.11 -1.81  0.24276 -1.789 3.629  5.073 15.00  0.040 0.00 24.244 21.790 21.765 21.734 21.729 21.727 21.721 21.711 21.706 21.704  0.243 
 3  10.11 -1.81  0.15825 -2.269 3.585  5.193 15.10  0.040 0.00 25.543 22.866 22.872 22.788 22.781 22.768 22.747 22.728 22.716 22.702  0.158 
 3  10.11 -1.81  0.31058 -1.589 3.641  5.028 15.40  0.040 0.00 24.141 21.767 21.740 21.718 21.715 21.714 21.709 21.702 21.697 21.696  0.311 
 3  10.11 -1.81  0.20873 -1.931 3.620  5.114 15.50  0.040 0.79 24.653 22.101 22.094 22.037 22.031 22.024 22.012 21.997 21.988 21.981  0.209 
 3  10.11 -1.81  0.33793 -1.520 3.645  5.013 15.60  0.040 0.75 23.665 21.284 21.257 21.234 21.231 21.230 21.225 21.217 21.213 21.211  0.338 
 3  10.11 -1.81  0.75987  0.094 3.807  4.398 15.70  0.040 0.00 20.235 19.111 19.104 19.097 19.093 19.093 19.089 19.082 19.077 19.073  0.760 
 3  10.11 -1.81  0.45667 -1.216 3.664  4.917 15.80  0.040 0.00 23.611 21.401 21.375 21.366 21.364 21.364 21.362 21.357 21.353 21.351  0.457 
 3  10.11 -1.81  0.08083 -3.838 3.337  5.476 16.00  0.040 0.00 30.364 26.404 26.262 25.983 25.911 25.919 25.840 25.752 25.798 25.294  0.081 
 3  10.11 -1.81  0.54147 -0.935 3.692  4.820 17.60  0.040 0.00 24.707 22.702 22.683 22.679 22.676 22.677 22.674 22.669 22.665 22.662  0.541 
 3  10.11 -1.79  0.03875 -4.813 3.063  5.039 11.60  0.040 0.00 28.402 22.654 22.562 22.558 22.301 22.092 22.044 22.084 22.012 21.733  0.039 
 3  10.11 -1.79  0.04610 -5.124 3.003  5.185 12.10  0.040 0.00 29.679 23.746 23.720 23.589 23.265 23.038 22.978 23.002 22.803 22.155  0.046 
 3  10.11 -1.79  0.04139 -4.851 3.059  5.087 12.70  0.040 0.84 28.953 23.137 23.067 23.027 22.751 22.541 22.489 22.515 22.378 21.872  0.041 
 3  10.11 -1.79  0.09433 -3.064 3.495  5.403 13.90  0.040 0.00 26.330 23.245 23.160 23.020 23.008 22.976 22.940 22.935 22.946 22.907  0.094 
 3  10.11 -1.79  0.01153 -4.451 3.081  4.220 14.30  0.040 0.00 30.197 24.427 24.255 24.438 24.210 24.010 23.962 23.997 23.977 23.866  0.012 
 3  10.11 -1.79  0.31275 -1.583 3.641  5.026 14.60  0.040 0.00 23.328 20.956 20.929 20.907 20.904 20.904 20.899 20.891 20.887 20.885  0.313 
 3  10.11 -1.79  0.01091 -4.667 3.032  4.218 14.80  0.040 0.00 31.238 25.310 25.191 25.275 25.012 24.801 24.734 24.755 24.687 24.424  0.011 
 3  10.11 -1.79  0.09456 -3.057 3.496  5.401 15.10  0.040 0.87 27.317 24.074 23.978 23.793 23.765 23.745 23.698 23.663 23.692 23.480  0.095 
 3  10.11 -1.79  0.66054 -0.439 3.755  4.663 15.20  0.040 0.00 21.069 19.544 19.537 19.530 19.527 19.526 19.522 19.515 19.509 19.505  0.661 
 3  10.11 -1.79  0.01502 -4.423 3.094  4.319 16.10  0.040 0.91 31.314 25.574 25.406 25.577 25.351 25.153 25.108 25.139 25.097 24.893  0.014 
 3  10.11 -1.79  0.18683 -2.063 3.607  5.147 16.30  0.040 0.00 26.228 23.673 23.678 23.613 23.606 23.599 23.586 23.569 23.559 23.553  0.187 
 3  10.11 -1.79  0.23709 -1.813 3.627  5.080 18.50  0.040 0.00 27.802 25.340 25.315 25.283 25.278 25.276 25.269 25.259 25.254 25.252  0.237 
 3  10.11 -1.77  0.08834 -3.355 3.444  5.460 12.30  0.040 0.90 25.176 21.684 21.557 21.318 21.264 21.241 21.181 21.120 21.151 20.830  0.088 
 3  10.11 -1.77  0.01320 -4.390 3.100  4.295 13.30  0.040 0.00 29.044 23.384 23.222 23.368 23.151 22.962 22.924 22.946 22.861 22.480  0.013 
 3  10.11 -1.77  0.43592 -1.277 3.660  4.940 13.80  0.040 0.00 21.762 19.522 19.495 19.484 19.482 19.483 19.480 19.474 19.470 19.468  0.436 
 3  10.11 -1.77  0.10528 -2.793 3.533  5.333 14.20  0.040 0.00 25.953 22.990 22.939 22.853 22.858 22.832 22.802 22.799 22.803 22.769  0.105 
 3  10.11 -1.77  0.12721 -2.550 3.558  5.269 15.00  0.040 0.00 26.145 23.298 23.269 23.196 23.200 23.177 23.150 23.142 23.138 23.110  0.127 
 3  10.11 -1.77  0.11240 -2.691 3.545  5.305 15.10  0.040 0.70 26.531 23.497 23.434 23.328 23.318 23.300 23.259 23.239 23.246 23.088  0.112 
 3  10.11 -1.77  0.34807 -1.495 3.646  5.006 15.40  0.040 0.00 23.908 21.572 21.543 21.526 21.524 21.523 21.519 21.513 21.508 21.507  0.348 
 3  10.11 -1.77  0.11757 -2.641 3.549  5.293 15.60  0.040 0.00 26.974 24.075 24.033 23.967 23.974 23.950 23.921 23.917 23.917 23.886  0.118 
 3  10.11 -1.77  0.14923 -2.341 3.576  5.205 15.80  0.040 0.00 26.423 23.696 23.696 23.608 23.601 23.585 23.562 23.542 23.531 23.512  0.149 
 3  10.11 -1.77  0.13933 -2.435 3.568  5.235 15.90  0.040 0.00 26.758 23.977 23.965 23.883 23.880 23.861 23.836 23.821 23.812 23.790  0.139 
 3  10.11 -1.77  0.27275 -1.694 3.634  5.051 16.20  0.040 0.00 25.204 22.789 22.763 22.737 22.733 22.732 22.726 22.717 22.712 22.710  0.273 
 3  10.11 -1.77  0.31036 -1.589 3.641  5.028 16.40  0.040 0.00 25.143 22.769 22.742 22.720 22.717 22.716 22.711 22.704 22.699 22.698  0.310 
 3  10.11 -1.77  0.34674 -1.498 3.646  5.007 17.60  0.040 0.00 26.116 23.779 23.750 23.733 23.730 23.730 23.726 23.719 23.715 23.714  0.347 
 3  10.11 -1.75  0.18532 -2.075 3.606  5.150 12.30  0.040 0.00 22.259 19.698 19.706 19.639 19.632 19.624 19.610 19.592 19.582 19.575  0.185 
 3  10.11 -1.75  0.43990 -1.265 3.661  4.935 12.50  0.040 0.00 20.433 18.200 18.173 18.162 18.160 18.161 18.158 18.152 18.148 18.146  0.440 
 3  10.11 -1.75  0.09793 -2.951 3.512  5.372 13.40  0.040 0.87 25.326 22.172 22.098 21.929 21.914 21.890 21.851 21.815 21.848 21.650  0.098 
 3  10.11 -1.75  0.41221 -1.344 3.656  4.966 13.70  0.040 0.00 21.830 19.559 19.531 19.519 19.517 19.517 19.514 19.509 19.505 19.503  0.412 
 3  10.11 -1.75  0.28507 -1.658 3.636  5.043 14.50  0.040 0.96 22.705 20.299 20.272 20.247 20.243 20.242 20.236 20.227 20.222 20.221  0.285 
 3  10.11 -1.75  0.16305 -2.240 3.587  5.185 14.80  0.040 0.00 25.170 22.507 22.516 22.433 22.426 22.413 22.393 22.373 22.361 22.348  0.163 
 3  10.11 -1.75  0.50157 -1.080 3.675  4.866 15.20  0.040 0.00 22.670 20.545 20.521 20.515 20.513 20.514 20.512 20.507 20.503 20.500  0.502 
 3  10.11 -1.75  0.18118 -2.106 3.602  5.157 16.10  0.040 0.88 25.564 22.944 22.955 22.877 22.870 22.859 22.841 22.822 22.810 22.799  0.181 
 3  10.11 -1.75  0.80825  0.609 3.790  3.840 16.40  0.040 0.00 19.647 18.391 18.384 18.376 18.372 18.372 18.368 18.360 18.356 18.352  0.808 
 3  10.11 -1.75  0.19515 -2.003 3.614  5.132 16.50  0.040 0.88 25.723 23.159 23.161 23.097 23.090 23.082 23.068 23.051 23.041 23.034  0.195 
 3  10.11 -1.75  0.65956 -0.446 3.754  4.665 17.00  0.040 0.00 22.885 21.352 21.345 21.338 21.335 21.334 21.329 21.322 21.317 21.313  0.660 
 3  10.11 -1.75  0.56217 -0.855 3.702  4.796 17.10  0.040 0.00 24.008 22.077 22.062 22.057 22.055 22.055 22.052 22.046 22.042 22.039  0.562 
 3  10.11 -1.71  0.02000 -5.140 2.955  4.644 11.50  0.040 0.00 29.119 23.011 23.007 22.910 22.552 22.268 22.182 22.230 22.147 21.884  0.020 
 3  10.11 -1.71  0.26016 -1.730 3.632  5.058 12.30  0.040 0.80 20.867 18.412 18.391 18.357 18.352 18.350 18.342 18.331 18.325 18.323  0.260 
 3  10.11 -1.71  0.29414 -1.632 3.638  5.037 12.50  0.040 0.74 20.872 18.448 18.424 18.395 18.391 18.389 18.382 18.373 18.368 18.366  0.294 
 3  10.11 -1.71  0.04440 -5.025 3.023  5.150 13.00  0.040 0.00 30.333 24.455 24.412 24.317 24.017 23.802 23.746 23.767 23.581 22.941  0.044 
 3  10.11 -1.71  0.02404 -5.128 2.965  4.755 13.30  0.040 0.00 30.890 24.822 24.809 24.705 24.354 24.087 24.007 24.043 23.904 23.468  0.024 
 3  10.11 -1.71  0.06640 -4.690 3.127  5.403 14.00  0.040 0.00 30.496 25.027 24.886 24.933 24.717 24.538 24.511 24.540 24.417 23.855  0.066 
 3  10.11 -1.71  0.05350 -5.252 2.984  5.301 14.10  0.040 0.00 32.000 26.020 26.008 25.845 25.503 25.266 25.195 25.220 25.007 24.352  0.053 
 3  10.11 -1.71  0.01980 -5.116 2.959  4.635 14.70  0.040 0.00 32.261 26.163 26.156 26.063 25.711 25.432 25.348 25.393 25.305 25.020  0.020 
 3  10.11 -1.71  0.48038 -1.145 3.670  4.890 15.00  0.040 0.00 22.632 20.468 20.443 20.436 20.434 20.434 20.432 20.427 20.423 20.420  0.480 
 3  10.11 -1.71  0.77553  0.202 3.812  4.321 15.20  0.040 0.78 19.327 18.139 18.132 18.126 18.122 18.122 18.118 18.111 18.107 18.103  0.776 
 3  10.11 -1.71  0.53797 -0.948 3.690  4.824 16.30  0.040 0.73 23.107 21.013 20.991 20.983 20.981 20.981 20.978 20.973 20.969 20.966  0.538 
 3  10.11 -1.71  0.27883 -1.676 3.635  5.047 16.90  0.040 0.00 25.860 23.454 23.428 23.402 23.399 23.397 23.391 23.382 23.378 23.376  0.279 
 3  10.11 -1.71  0.59227 -0.736 3.717  4.761 17.30  0.040 0.00 23.909 22.094 22.082 22.078 22.075 22.075 22.071 22.065 22.060 22.057  0.592 
 3  10.11 -1.71  0.22042 -1.882 3.623  5.101 18.10  0.040 0.00 27.576 25.092 25.072 25.034 25.029 25.026 25.018 25.006 25.000 24.998  0.220 
 3  10.11 -1.69  0.18459 -2.083 3.604  5.150 12.70  0.040 0.87 22.129 19.516 19.525 19.449 19.442 19.431 19.413 19.394 19.383 19.372  0.185 
 3  10.11 -1.69  0.44984 -1.237 3.662  4.924 13.60  0.040 0.00 21.463 19.244 19.217 19.207 19.206 19.206 19.203 19.198 19.194 19.191  0.450 
 3  10.11 -1.69  0.06676 -4.664 3.133  5.404 13.80  0.040 0.00 30.229 24.792 24.647 24.695 24.481 24.305 24.280 24.310 24.194 23.649  0.067 
 3  10.11 -1.69  0.68358 -0.340 3.766  4.622 14.00  0.040 0.76 19.415 17.835 17.823 17.817 17.814 17.813 17.809 17.803 17.798 17.794  0.684 
 3  10.11 -1.69  0.01739 -4.827 3.017  4.521 14.70  0.040 0.00 31.537 25.587 25.514 25.512 25.224 25.012 24.949 24.951 24.765 24.115  0.017 
 3  10.11 -1.69  0.45581 -1.219 3.664  4.917 14.90  0.040 0.00 22.718 20.510 20.483 20.474 20.472 20.473 20.470 20.464 20.460 20.458  0.456 
 3  10.11 -1.69  0.06608 -4.715 3.121  5.402 15.20  0.040 0.00 31.757 26.261 26.127 26.168 25.948 25.767 25.738 25.767 25.645 25.095  0.066 
 3  10.11 -1.69  0.01958 -4.501 3.081  4.373 15.40  0.040 0.74 31.173 25.335 25.203 25.315 25.053 24.830 24.772 24.809 24.760 24.563  0.015 
 3  10.11 -1.69  0.12269 -2.602 3.551  5.278 15.60  0.040 0.95 26.197 23.294 23.251 23.183 23.190 23.166 23.137 23.133 23.133 23.101  0.123 
 3  10.11 -1.69  0.13142 -2.520 3.558  5.255 15.70  0.040 0.00 26.769 23.926 23.898 23.825 23.829 23.806 23.779 23.770 23.766 23.738  0.131 
 3  10.11 -1.69  0.39998 -1.379 3.653  4.978 15.90  0.040 0.00 24.117 21.832 21.803 21.790 21.788 21.788 21.785 21.779 21.775 21.773  0.400 
 3  10.11 -1.69  0.01211 -4.299 3.115  4.228 16.20  0.040 0.00 31.719 26.141 25.987 26.103 25.894 25.716 25.684 25.697 25.576 25.040  0.012 
 3  10.11 -1.69  0.15857 -2.279 3.582  5.190 17.40  0.040 0.88 27.307 24.569 24.564 24.482 24.478 24.460 24.437 24.420 24.410 24.390  0.159 
 3  10.11 -1.67  0.02583 -5.123 2.970  4.800 11.20  0.040 0.00 28.776 22.725 22.709 22.603 22.255 21.994 21.917 21.949 21.792 21.297  0.026 
 3  10.11 -1.67  0.23559 -1.821 3.626  5.082 12.60  0.040 0.00 21.921 19.457 19.434 19.400 19.396 19.393 19.386 19.376 19.370 19.368  0.236 
 3  10.11 -1.67  0.07251 -4.168 3.247  5.402 12.70  0.040 0.71 27.815 22.931 22.792 22.626 22.464 22.391 22.316 22.288 22.210 21.632  0.073 
 3  10.11 -1.67  0.07553 -4.035 3.282  5.426 13.40  0.040 0.85 28.103 23.418 23.273 23.101 22.971 22.914 22.846 22.808 22.780 22.291  0.076 
 3  10.11 -1.67  0.06820 -4.556 3.159  5.408 13.50  0.040 0.00 29.659 24.353 24.197 24.240 24.037 23.874 23.854 23.885 23.786 23.256  0.068 
 3  10.11 -1.67  0.03764 -4.850 3.053  5.022 13.60  0.040 0.00 30.496 24.706 24.626 24.606 24.339 24.133 24.083 24.111 23.992 23.547  0.038 
 3  10.11 -1.67  0.06911 -4.487 3.175  5.410 14.20  0.040 0.00 30.188 24.968 24.812 24.841 24.644 24.498 24.476 24.502 24.400 23.816  0.069 
 3  10.11 -1.67  0.05748 -5.191 3.004  5.350 14.60  0.040 0.00 32.347 26.424 26.407 26.253 25.927 25.702 25.643 25.669 25.466 24.818  0.057 
 3  10.11 -1.67  0.02920 -5.112 2.979  4.879 14.80  0.040 0.00 32.351 26.332 26.310 26.200 25.858 25.608 25.537 25.563 25.379 24.796  0.029 
 3  10.11 -1.67  0.35298 -1.485 3.647  5.004 15.00  0.040 0.92 22.816 20.472 20.444 20.425 20.423 20.422 20.418 20.411 20.406 20.405  0.353 
 3  10.11 -1.67  0.10618 -2.789 3.531  5.324 15.20  0.040 0.00 26.943 23.972 23.920 23.831 23.837 23.810 23.779 23.776 23.781 23.746  0.106 
 3  10.11 -1.67  0.20537 -1.946 3.619  5.117 15.30  0.040 0.00 24.935 22.435 22.422 22.377 22.371 22.367 22.357 22.344 22.337 22.333  0.205 
 3  10.11 -1.67  0.72582 -0.127 3.788  4.522 16.10  0.040 0.00 21.187 19.915 19.908 19.901 19.897 19.897 19.893 19.885 19.881 19.877  0.726 
 3  10.11 -1.67  0.33961 -1.517 3.645  5.011 16.30  0.040 0.00 24.863 22.520 22.491 22.473 22.470 22.470 22.465 22.458 22.454 22.453  0.340 
 3  10.11 -1.67  0.16838 -2.207 3.590  5.176 17.10  0.040 0.00 27.388 24.743 24.754 24.673 24.665 24.652 24.633 24.613 24.601 24.588  0.168 
 3  10.11 -1.67  0.27448 -1.690 3.634  5.050 18.70  0.040 0.00 27.695 25.283 25.257 25.230 25.226 25.225 25.219 25.210 25.205 25.203  0.274 
