# RA DEC F1500W_MAG_KRON F1500W_MAG_CIRC3 F1500W_MAG_CIRC4 F1500W_MAG_CIRC5 F2100W_MAG_KRON F2100W_MAG_CIRC3 F2100W_MAG_CIRC4 F2100W_MAG_CIRC5
53.14750 -27.77772 18.75317 18.17510 18.22136 18.22244 19.48895 18.87559 18.18429 17.61282
53.18347 -27.77666 13.96893 14.09035 14.09303 14.07393 12.61016 12.79683 12.80309 12.78156
53.18338 -27.77621 17.98953 17.92432 17.98777 18.01663 16.57162 16.33607 16.48537 16.62513
53.18338 -27.77608 18.64093 18.73490 18.65751 18.68801 16.84104 16.92384 16.84795 16.80912
53.15381 -27.77642 22.49989 20.84930 21.95460 22.33785 17.32398 22.68654 18.26448 17.77371
53.15392 -27.77630 19.32258 19.48929 19.34535 19.41459 16.55507 16.55746 16.59340 16.63671
53.20031 -27.77618 18.53689 18.57070 18.53226 18.44484 16.81708 16.87778 16.98980 17.04575
53.20021 -27.77596 14.47445 15.00241 14.96855 14.90088 13.64896 13.94825 13.95628 13.93235
53.15196 -27.77554 12.81330 13.63580 13.58275 13.49561 13.28007 13.94425 13.94182 13.89162
53.15170 -27.77545 14.35546 14.81470 14.74274 14.67931 14.48660 14.64225 14.63736 14.62022
53.20803 -27.77520 19.15457 19.48920 19.44686 19.38676 17.24107 17.12789 17.24901 17.22809
53.15189 -27.77455 15.66864 16.17598 16.11139 16.02929 14.96616 15.19550 15.28395 15.26820
53.20769 -27.77415 17.33513 17.87474 17.84600 17.84933 15.25709 16.06310 16.01906 15.97807
53.20799 -27.77408 19.38419 19.27522 19.38941 19.27277 16.68329 16.84844 16.98669 16.99062
53.19999 -27.77414 13.50236 13.56350 13.56972 13.54651 12.11989 12.16385 12.17247 12.15337
53.15062 -27.77176 16.42278 18.04362 17.88186 17.67701 15.94874 16.27145 16.34984 16.40251
53.12804 -27.77151 13.84317 14.91864 14.85655 14.74602 13.03613 13.71997 13.73301 13.68542
53.16256 -27.77108 20.23340 20.49551 20.85192 20.47985   nan   nan   nan   nan
53.16247 -27.77099 19.03019 19.27621 19.14149 19.00444 21.19827 22.46818 20.47730 21.52267
53.15821 -27.76935 20.64886 19.78946 20.92918 21.85021   nan   nan   nan   nan
53.15804 -27.76932 19.92014 18.43221 18.51584 18.58067   nan   nan   nan   nan
53.17803 -27.76882 17.76987 18.17056 18.07625 17.93320 16.14700 16.28493 16.16341 16.04870
53.17840 -27.76830 12.27822 13.74198 13.65754 13.53402 11.02284 12.13404 12.10530 12.04214
53.14250 -27.76503 13.83078 14.63155 14.57569 14.48451 13.47654 13.98422 14.00110 13.96602
53.14921 -27.76370 17.15921 17.47482 17.43548 17.35230 16.04168 17.00637 16.68579 16.37062
53.15972 -27.76237 16.44482 17.28417 17.17283 17.08101 15.58794 17.76149 17.16327 16.75689
53.19251 -27.75814 17.34610 17.96773 17.89738 17.79066 16.29566 16.46490 16.51746 16.53611
53.17134 -27.75751 15.49593 16.73555 16.64145 16.49871 14.29150 15.33263 15.33430 15.27447
53.21148 -27.75722 16.75741 17.87738 17.75312 17.60955 16.52113 16.92072 17.15119 17.35964
53.20463 -27.75680 13.04288 14.72830 14.62736 14.48838 13.21015 14.54899 14.49391 14.40362
53.18630 -27.75308 20.37330 19.43333 19.46836 19.52783 17.80380   nan 19.46363 17.82355
53.18606 -27.75300 17.41871 17.73349 17.75474 17.75327 17.16011 17.58581 18.15242 18.40117
53.15880 -27.74247 16.06319 16.84478 16.80472 16.73657 15.47381 16.42973 16.18091 16.02349
53.16266 -27.73910 14.97583 16.33303 16.29849 16.20845 12.10131 13.76452 13.72086 13.63726
53.16328 -27.73851 17.54455 18.28294 18.17516 18.06396 17.49327 17.16015 17.14100 17.44667
53.15718 -27.73796 16.01182 16.13386 16.13325 16.12318 15.20273 15.32934 15.35714 15.34611
53.15705 -27.73786 15.08536 15.54290 15.45276 15.34531 14.42426 14.54318 14.56658 14.56404
53.12246 -27.88395 20.16226 20.05585 19.98062 20.24666 16.78958 16.81750 16.87072 17.02327
53.12545 -27.88340   nan   nan   nan   nan 18.45544 19.66610   nan   nan
53.12029 -27.88252 19.49517 18.82948 18.83841 18.97276 17.63766 17.37672 17.36838 17.54343
53.12471 -27.88238 21.92396 19.27938 19.01785 18.96321   nan 20.54100   nan   nan
53.12527 -27.88182 21.48387 20.73302 20.21097 20.08995 19.70631   nan   nan   nan
53.13105 -27.88142 20.33209 19.76710 19.16386 18.75343 16.58185 16.72447 16.55661 16.75674
53.12554 -27.88080 20.43359 20.58846 20.46090 20.39880   nan   nan   nan   nan
53.13064 -27.87936 19.03760 18.77901 19.15886 19.46267 17.02961 17.04121 17.17062 17.27700
53.12981 -27.87910 18.74351 18.70142 18.71334 18.65928 18.13258 17.96442 18.08256 18.56125
53.11578 -27.87890 21.12551 20.62052 20.59378 21.94050   nan   nan   nan   nan
53.12198 -27.87889   nan   nan   nan   nan 17.18740 17.30686 18.08134 20.55646
53.12166 -27.87878 18.64599 19.01653 19.06887 19.16200 17.47116 18.17910 17.78604 17.74866
53.11739 -27.87847 19.50783 19.73167 19.63774 19.55034 19.35948 17.56737 17.95407 18.30118
53.12790 -27.87778 20.80840   nan   nan   nan   nan   nan   nan   nan
53.11568 -27.87747 19.41822 20.24461 21.59208 22.80481 18.16698 18.06864 19.38891 20.07568
53.12120 -27.87745 19.70010 20.62765 21.94597   nan 17.19241 17.38468 17.78844 18.53066
53.13153 -27.87675 18.67632 18.72695 18.74824 18.73653   nan   nan   nan   nan
53.11979 -27.87670 18.96136 19.67016 19.69986 19.70761   nan   nan   nan   nan
53.12798 -27.87661 19.23176 19.40805 19.53991 19.47804 18.58749 19.62098 18.70202 18.21192
53.11017 -27.87656 20.83966 20.63731 20.45345 20.35860   nan 17.73154 17.20089 16.87184
53.12441 -27.87543 19.17244 19.09106 19.31591 19.35625 18.73795 19.25275 18.26482 17.86182
53.12062 -27.87536   nan   nan   nan 20.74329 18.31810 18.33647 17.75893 17.41163
53.11190 -27.87535   nan   nan   nan   nan 18.46131 18.32050 17.85337 17.67381
53.10845 -27.87519   nan   nan   nan   nan 18.26573 18.04329 18.13441 19.62604
53.12268 -27.87511 22.49431   nan 21.98340 20.38005 21.24064   nan   nan   nan
53.11315 -27.87473 18.96629 19.08105 19.36251 19.51406   nan   nan   nan   nan
53.11769 -27.87460 21.60227   nan   nan   nan 17.05622 17.15461 17.48854 18.09756
53.12142 -27.87459 18.61367 18.53769 18.52798 18.51690 16.65876 16.70629 16.85767 16.96600
53.11308 -27.87453 20.99870 21.10022 20.61783 19.95938   nan   nan   nan 19.40224
53.10945 -27.87417 19.71399 19.64089 19.74697 19.65654 18.01665 17.78396 17.99366 17.92336
53.10650 -27.87411 20.28362 20.99807 24.84279 23.43975 17.65934   nan   nan   nan
53.11197 -27.87392   nan 22.72155 20.50678 20.06242   nan   nan   nan   nan
53.10879 -27.87394 18.76460 19.09003 19.50275 19.99780 17.09499 17.32889 17.45457 17.52376
53.13551 -27.87369 19.50798 20.58001 20.63279 20.40081 16.56449 17.37512 17.88596 18.02547
53.11660 -27.87360 20.71653 19.71395 20.22012 20.70904 22.58430   nan   nan   nan
53.10423 -27.87353 18.62482 18.55368 18.61154 18.67463   nan   nan   nan   nan
53.13313 -27.87350 22.73370 21.99570   nan   nan 17.37876 17.42328 17.64899 17.69417
53.15078 -27.87349 18.60534 18.65480 18.63553 18.52497 16.73981 16.77660 17.02772 17.24511
53.13249 -27.87308   nan   nan 22.08775 20.68703   nan   nan   nan   nan
53.11764 -27.87282   nan   nan   nan   nan 18.63188 18.78742 19.09881 19.10962
53.12169 -27.87257   nan   nan   nan   nan 18.16310 18.05328 18.21981 18.51954
53.13063 -27.87253   nan   nan   nan   nan   nan   nan   nan   nan
53.10420 -27.87240   nan   nan   nan   nan   nan   nan   nan   nan
53.10977 -27.87217 19.69680 20.06350 19.62431 19.25783   nan   nan   nan   nan
53.12199 -27.87181   nan   nan   nan   nan   nan   nan   nan   nan
53.13587 -27.87164 18.28825 18.36932 18.29509 18.25822 20.53303   nan   nan 21.12936
53.15298 -27.87137   nan   nan   nan   nan   nan   nan   nan   nan
53.11269 -27.87109 19.58989 19.69483 19.82976 20.51199   nan   nan   nan   nan
53.12741 -27.87099 18.53805 18.37826 18.45586 18.41862 16.44372 16.50758 16.47588 16.38782
53.12336 -27.87054 20.48790 20.53381 20.42855 20.31728 17.28719 17.26188 17.45611 17.57522
53.12196 -27.87053 19.35604 19.37864 19.36494 19.46413 19.80137 19.57258 20.18240 20.34158
53.13255 -27.87049 18.72302 18.81887 18.90509 18.98960 19.94739 19.01766 18.30919 18.22237
53.11775 -27.87039   nan 22.03074   nan   nan   nan   nan 19.83051 18.35010
53.15154 -27.86975 19.72306 20.12253 19.82386 19.49878 17.42257 17.35043 17.47427 17.33800
53.14380 -27.86958 19.75610 20.50156 20.22434 20.08190 18.92655   nan   nan 18.58244
53.14721 -27.86959 20.06397   nan   nan   nan   nan   nan   nan   nan
53.14862 -27.86951 20.26110 20.33035 20.65530 20.81018 19.18140 18.81314 19.25568 19.73247
53.15373 -27.86948 18.99439 19.16397 19.04509 18.91016   nan   nan   nan   nan
53.13058 -27.86939   nan 20.61028 20.43180 19.83807 20.23670   nan   nan   nan
53.11070 -27.86917 19.51085 19.39586 19.33593 19.32351 20.57623 18.00317 18.14741 18.64828
53.14666 -27.86919   nan   nan   nan   nan 21.38659   nan   nan   nan
53.09615 -27.86901 19.59260 18.82415 18.97095 19.17000 17.24529 17.38653 17.78279 17.96457
53.13283 -27.86897 19.91645 19.92369 20.11518 20.36901   nan   nan   nan   nan
53.13291 -27.86895 20.65381 21.35093 22.83205   nan   nan   nan 20.26257 18.76437
53.10437 -27.86890 18.74780 18.77514 18.76760 18.81336 16.05707 16.43018 16.61857 16.63108
53.11208 -27.86876 19.81415 19.66101 19.60297 19.69490 19.56109   nan   nan   nan
53.09775 -27.86878 18.58874 19.03492 19.36522 19.48799 17.28865 17.31704 17.69631 17.94731
53.12681 -27.86874   nan   nan   nan 22.11289   nan   nan   nan   nan
53.09828 -27.86872 20.13387 20.13148 19.73028 19.56346 17.59193 17.58127 17.34366 17.07780
53.10887 -27.86863 21.95864 21.95626 22.17167 22.36484 18.44264 18.43198 18.42741 18.41442
53.13348 -27.86860 21.16354   nan   nan   nan 17.80302 18.24424 19.25800   nan
53.11305 -27.86850   nan   nan 22.60367 20.38611 18.77190 18.70052 18.57772 18.15860
53.09673 -27.86831   nan 21.05280 19.93823 19.53903 17.76559 18.88523   nan   nan
53.11735 -27.86821   nan   nan   nan 25.80244   nan   nan   nan   nan
53.14766 -27.86815   nan   nan   nan 22.13212 18.59045 22.61662 21.54651 18.49179
53.15374 -27.86796   nan   nan 20.99541 20.11890   nan   nan   nan   nan
53.10099 -27.86739 19.47672 19.58065 19.62073 19.70430   nan   nan   nan   nan
53.13777 -27.86733 19.65543 20.89016 22.70695   nan 16.98990 17.28899 17.95194   nan
53.10104 -27.86714 18.97210 19.57014 19.39488 19.23489   nan   nan   nan 18.13117
53.12077 -27.86708   nan   nan   nan   nan   nan   nan   nan   nan
53.14738 -27.86704   nan   nan 21.17311 20.36596 16.99791 17.02502 17.13076 17.19304
53.13735 -27.86702 20.42958 20.24391 20.08918 20.05951   nan 19.78040 20.51134 20.37299
53.15289 -27.86692 19.05926 18.88374 18.86072 18.83524 17.99737   nan 20.69816 18.70994
53.10851 -27.86658   nan   nan   nan   nan   nan 19.61765 19.55577 19.24442
53.14201 -27.86655   nan 23.06320   nan   nan   nan 21.67716   nan   nan
53.13623 -27.86648   nan   nan   nan   nan 18.30901 18.36149 21.15328   nan
53.13082 -27.86637 19.52913 20.88238 21.21825 20.38861 19.91466   nan   nan   nan
53.12965 -27.86631 20.11786 20.10851 20.06256 20.03495 17.32505 17.42084 17.04689 16.89322
53.10374 -27.86623 20.63355 21.03278 19.88247 19.60967 18.13748 18.07202 17.92121 17.80852
53.15148 -27.86611 18.39124 18.60405 18.51343 18.37390 17.57473 17.36400 17.98107 18.58900
53.15049 -27.86615 20.53351 19.79500 19.85204 19.68627   nan   nan   nan   nan
53.13509 -27.86605   nan   nan   nan   nan   nan   nan   nan   nan
53.09442 -27.86576   nan 22.00193 21.38238 21.09430 18.10452 18.18750 18.18524 18.30198
53.13735 -27.86522 19.52058 19.76608 19.51249 19.31873   nan   nan   nan   nan
53.11625 -27.86517 18.77383 18.82983 18.83350 18.71998 17.01405 17.08328 17.10325 17.08699
53.09615 -27.86504 19.03959 19.42377 19.74852 19.89966   nan   nan   nan   nan
53.12129 -27.86472 20.01924 19.57206 19.55717 19.75483 16.73661 16.78567 16.74298 16.72397
53.11860 -27.86450 19.83635 20.14424 20.05812 20.20303 18.61928 18.32592 18.87047 18.87076
53.11655 -27.86432 19.11471 19.25255 19.09164 19.05579 17.29079 17.71390 17.51007 17.52640
53.14416 -27.86426 20.57381   nan   nan   nan 16.89799 19.92369   nan   nan
53.12916 -27.86427 20.68478 19.55628 19.18323 19.01072 17.55219 17.65421 17.41251 17.43208
53.08866 -27.86421 18.23503 18.18908 18.07965 17.97146 16.81305 16.80032 16.89566 16.91576
53.13362 -27.86398   nan   nan 20.70380 19.98312 17.04223 17.23654 17.31870 17.33692
53.12519 -27.86392 19.68626 20.29201 20.04313 19.54077   nan   nan   nan   nan
53.14116 -27.86387   nan   nan   nan   nan   nan   nan   nan   nan
53.12526 -27.86374 19.02427 18.92981 18.83644 18.82735 18.15901 18.50375 18.92757 20.23832
53.11660 -27.86351 19.05284 19.02027 18.95194 18.87754 18.68680 18.42443 18.65229 18.59159
53.09649 -27.86339 19.95455 21.36034 20.42121 20.00182 17.88368   nan 18.59957 17.87640
53.10067 -27.86335 18.98878 19.27526 19.24725 19.11019   nan   nan   nan 21.85118
53.11366 -27.86330 17.21260 17.19897 17.15372 17.10522 15.55288 15.56500 15.59877 15.60916
53.10666 -27.86322   nan   nan   nan   nan 17.14875 17.13809 17.27692 17.46147
53.12597 -27.86291 19.46094 19.71501 20.08868 21.24891 17.26633 18.08601 19.33837 19.30830
53.12846 -27.86283 19.11175 19.10938 19.32305 19.48602   nan   nan   nan   nan
53.08984 -27.86276   nan   nan   nan   nan   nan   nan   nan   nan
53.12290 -27.86237 20.04503 20.71486 22.82684   nan 18.10277 18.48410 18.29232 18.51781
53.12087 -27.86180   nan 23.33093   nan   nan   nan   nan   nan   nan
53.12814 -27.86134 18.26343 18.44261 18.37957 18.32736 16.66698 16.77916 16.93349 17.08797
53.12730 -27.86139 19.34982 19.50922 19.47138 19.35266 19.72594 19.95977 19.58840 18.73944
53.09300 -27.86131   nan   nan   nan   nan 19.67748 22.35920 18.56184 18.12826
53.10128 -27.86125 20.00891 20.49373 20.92876 20.89874 17.71618 17.68960 17.81027 17.80859
53.10189 -27.86120 19.55532 19.22926 19.03598 18.95151 16.97587 16.94527 17.02509 17.34593
53.10220 -27.86094 17.35419 17.39775 17.40147 17.37284 15.79596 15.81068 15.82265 15.82297
53.08899 -27.86069 17.68882 17.73872 17.72497 17.73404 16.11393 16.09155 16.10214 16.08727
53.11713 -27.86047 21.95046 21.37897 20.88786 20.76228 17.40664 16.97004 17.43643 17.80277
53.13703 -27.86030 18.08774 18.08839 18.14256 18.09188 16.71160 16.69252 16.82589 16.90622
53.13088 -27.86003 19.04056 19.23867 19.51839 19.47018 17.36268 17.39851 17.74415 17.84091
53.12906 -27.85994 19.82842 20.34247 20.90215 21.18759 17.65716 18.32038 21.52112   nan
53.13235 -27.85988 19.26212 19.44749 19.66625 20.33212 20.16670 18.62021 17.92086 17.78466
53.10600 -27.85967   nan   nan   nan   nan 18.54796 17.78159 17.86535 18.08999
53.10365 -27.85960   nan   nan   nan   nan 18.35597 18.36311 20.15305   nan
53.07866 -27.85944 20.11302 18.92536 18.71430 18.59310 16.84715 17.12421 17.27579 17.48084
53.14605 -27.85942 19.10915 18.77660 18.96029 19.17645   nan   nan   nan   nan
53.12651 -27.85929   nan   nan   nan   nan   nan   nan   nan 20.74413
53.11887 -27.85921   nan   nan 24.75121 21.72985 18.38952 18.60851 18.79302 18.48991
53.12324 -27.85883   nan 21.69165 20.16742 19.77710   nan 18.81283 18.17343 18.04136
53.08107 -27.85880   nan   nan 21.96532 22.84509 17.31776 17.43159 17.25210 17.22463
53.10065 -27.85849   nan   nan   nan   nan 17.79084 17.82418 18.07884 18.29532
53.08864 -27.85846 19.00086 18.96417 18.94125 18.72246 17.85858   nan 19.84848 18.01390
53.14095 -27.85823   nan   nan   nan   nan   nan   nan   nan   nan
53.10961 -27.85792 20.45171 20.01797 20.01471 19.97836   nan   nan   nan   nan
53.12264 -27.85790 18.99712 19.14063 18.95498 18.78792 17.59645 17.81953 18.39331 19.25796
53.07844 -27.85785 19.27947 19.26138 19.09875 18.99766 17.66691 17.84782 18.90088 24.69353
53.10696 -27.85773 20.26124 20.47460 20.53307 20.22658 19.56469 19.72424 18.91542 18.11819
53.14278 -27.85772 20.38470 20.39755 20.83687 20.87546 16.85200 16.71869 16.89538 17.22147
53.10236 -27.85759 19.79265 20.16260 19.99343 19.62710 18.61939 18.33312 18.36947 18.59464
53.11628 -27.85722 19.77696 19.59774 19.75391 19.90454 17.22751 17.94001 17.50143 17.38743
53.11638 -27.85716   nan   nan   nan   nan 16.89456 17.51728 17.39188 17.23776
53.08362 -27.85696   nan   nan 21.29617 20.64506   nan 18.79398 18.01556 17.74547
53.13634 -27.85688   nan   nan   nan 20.40580   nan   nan   nan 21.20662
53.10671 -27.85667 19.19815 19.04811 19.31989 19.52127   nan 19.01653   nan   nan
53.13067 -27.85661 21.61565 20.80837 21.06587 21.84634   nan   nan   nan   nan
53.11687 -27.85655 22.39339   nan 21.33420 20.15390   nan   nan   nan   nan
53.13138 -27.85654 19.34377 19.78045 19.77918 19.53991 19.83606   nan   nan   nan
53.14785 -27.85646 19.12710 19.19707 19.11289 19.23831 17.99567 17.80528 17.95628 19.21557
53.11167 -27.85643 19.59582 19.58979 19.52664 19.23811   nan   nan   nan   nan
53.11508 -27.85622 19.82616 22.23257 20.62546 19.60991 17.77270 18.27996 19.27366 19.19591
53.08276 -27.85624 19.28449 19.70517 19.67216 19.61065 19.12808 18.10386 17.55707 17.36490
53.08529 -27.85610   nan   nan   nan   nan 16.50283 17.97154 18.66320 18.79968
53.07852 -27.85600   nan   nan   nan   nan 19.77366 19.57781   nan   nan
53.14893 -27.85592 19.39208 18.86012 18.87791 18.86166 18.59241 19.88334 19.48122 18.49869
53.12877 -27.85590 23.05874 23.51469   nan 22.70104   nan   nan   nan   nan
53.09328 -27.85576 18.73081 18.70380 18.82781 18.89640 17.48559 17.44936 17.48600 17.52999
53.07539 -27.85547 18.99616 19.40079 19.52345 19.52529 17.34742 17.59336 17.57211 17.50896
53.11438 -27.85535 21.30104 21.61776   nan   nan 17.82530 17.92016 18.51649   nan
53.11397 -27.85503 19.25892 19.71753 20.37688 22.05854 17.95713 19.48298 23.73027   nan
53.14548 -27.85497   nan 21.40873 20.08382 19.77098 18.14359 18.87900 19.05729 19.41343
53.11047 -27.85486 18.78994 18.77225 18.68768 18.70203 16.32687 16.33533 16.50196 16.80357
53.11228 -27.85479   nan   nan   nan   nan   nan   nan   nan   nan
53.11793 -27.85479 18.33980 18.37762 18.42622 18.50584 16.81355 16.41417 16.46709 16.53311
53.07280 -27.85468   nan   nan   nan 21.19499   nan   nan   nan   nan
53.14641 -27.85459 20.22487 22.49684 20.08334 19.29327 23.86360   nan 19.59266 18.22178
53.07694 -27.85453 19.10475 19.10237 19.21440 19.13111   nan   nan   nan   nan
53.08594 -27.85402   nan   nan   nan 21.81465   nan   nan   nan   nan
53.12556 -27.85395 18.20479 18.25688 18.19666 18.13010 15.95174 16.18542 16.33138 16.41279
53.10367 -27.85384 19.68881 22.10875 21.43824 20.41854 18.41631 17.68289 17.62403 17.73291
53.10108 -27.85363 18.69781 18.55425 18.71102 18.72622 16.94447 16.98400 17.15081 17.46553
53.07869 -27.85364   nan 21.96398 20.35457 20.20203   nan   nan   nan 18.70872
53.13981 -27.85345 19.79120 20.41588 20.65757 21.48014 19.38570 20.69461 18.78067 18.94910
53.09763 -27.85337 19.56622 19.63029 19.53837 19.45486   nan   nan   nan   nan
53.09520 -27.85338   nan   nan 20.94933 20.47118   nan 18.95367 18.15389 17.75593
53.07688 -27.85316 19.53353 20.94113 20.79628 20.15959 17.92282 20.29066 19.05370 18.02920
53.08573 -27.85303 18.94263 18.39291 18.25853 18.20551 18.98512 17.37040 17.27389 17.21300
53.09002 -27.85295 19.93231 19.66003 20.16904 20.46165   nan   nan   nan   nan
53.11773 -27.85284   nan   nan   nan   nan   nan   nan   nan   nan
53.11874 -27.85279   nan   nan   nan   nan   nan   nan   nan   nan
53.08943 -27.85271 20.35350 20.76809 21.20691 21.11489   nan   nan   nan   nan
53.09662 -27.85262   nan   nan   nan   nan 17.32538 17.80956 17.85925 17.79105
53.13012 -27.85250 21.07988 22.34255 21.02245 20.75590 18.08683 19.74937   nan   nan
53.11188 -27.85235 21.74982 19.71382 19.93664 20.29477   nan   nan   nan   nan
53.08972 -27.85234 20.48011 20.69898 21.39870 21.52883 17.33684 19.35132   nan   nan
53.12569 -27.85232 22.38935 19.84484 19.49353 19.37093 17.88064   nan   nan   nan
53.12512 -27.85230 19.40770 19.49234 19.23031 19.27598 18.05093 17.98519 18.45860 20.15914
53.08675 -27.85215 19.70593 20.02393 19.83775 19.50448 17.36496 17.63364 17.58663 17.71782
53.08696 -27.85174   nan   nan   nan   nan 18.36590 17.93682 17.59122 17.31046
53.12049 -27.85170   nan   nan   nan   nan   nan   nan   nan   nan
53.11577 -27.85164 20.30183 20.27693 19.94081 19.96226 17.71824 18.12780 18.57844 19.19106
53.14870 -27.85153   nan   nan   nan   nan   nan   nan 19.07899 18.37448
53.10052 -27.85155   nan 21.05893 20.16289 19.80266   nan   nan   nan   nan
53.15089 -27.85144   nan   nan   nan 22.75558   nan   nan   nan   nan
53.10245 -27.85148 19.37453 19.53666 20.01505 21.86676   nan   nan   nan   nan
53.07671 -27.85144 21.02419 20.35746 19.91343 19.74114 17.05340 17.20587 17.20270 17.09616
53.13961 -27.85146 20.91233   nan   nan   nan 17.01366 17.58228 17.57883 17.89070
53.14080 -27.85137 20.43680 20.29154 20.28001 20.51395 18.12633 17.69956 17.47070 17.75145
53.12256 -27.85133   nan   nan 21.44370 21.34542 17.36114 17.67630 17.86378 18.88371
