SMILES_ID RA Dec FWHM_F560W FWHM_F1500W FWHM_F2100W F1500W F2100W F1500W-F2100W
558.0 53.12596 -27.83329 0.5559799903335589 1.0613076188735555 1.0082445095338093 16.52198 15.95412 0.5678599999999996
560.0 53.13255 -27.83298 0.9156316838923244 1.2985976330088165 1.5504949049175905 12.08231 11.87704 0.2052700000000005
562.0 53.11323 -27.83283 1.1275764319346666 1.4362454627632029 1.7107938675342258 15.929 15.09229 0.8367100000000001
564.0 53.10149 -27.83275 0.6507594186249325 1.211094732529812 1.4492596645220184 17.25463 15.82173 1.4328999999999983
565.0 53.11729 -27.83257 0.5437975407078088 0.8518540208177935 0.23583772518371857 18.04238 16.47762 1.5647599999999997
567.0 53.15723 -27.83255 0.4941547730604081 0.9140924128340292 1.1961471186451613 21.1706 17.68201 3.488590000000002
568.0 53.11525 -27.83252 1.2290166881604399 1.3338641864754042 1.686480462570369 15.51084 14.38131 1.1295300000000008
570.0 53.13391 -27.83238 0.5694076508798889 1.0002706023983703 1.3375155852913283 14.67997 14.52711 0.15286000000000044
571.0 53.15743 -27.83211 0.5981899382990207 1.050111607729257 1.4125577549194377 14.89873 14.70068 0.19805000000000028
575.0 53.13213 -27.8318 0.6400641255350847 0.9484261740793355 1.2355149737329112 14.95016 13.98186 0.968300000000001
579.0 53.104 -27.83133 1.0049250731498809 1.082767564742674 1.5616922125959896 17.45294 15.42468 2.0282600000000013
580.0 53.10074 -27.83125 1.9351625212526151 1.6942830895408643 2.218454032371237 17.24478 13.90154 3.343239999999998
